age,income,loan_amount,credit_history_length,num_existing_loans,default
27,135679,27830,1,3,1
57,68758,48130,5,0,1
58,43132,27291,12,2,1
21,20951,47801,8,1,1
29,47450,45136,8,2,1
32,29569,49577,28,3,1
53,149183,28534,29,1,0
39,145464,17581,3,4,1
54,20737,45633,20,3,1
62,79464,21857,14,4,0
48,148506,44577,21,4,1
50,146534,13783,16,2,0
